age,exp,inc,family,edu,mortgage,ccAvg,securities,cd,online,cc,infoReq,loan
55,30,82,4,3,219,15.95678803,0,0,0,1,Email,0
30,4,34,2,2,0,3.985647577,0,0,1,1,Email,0
63,37,112,4,3,0,31.17014831,0,0,1,1,Email,0
55,25,42,3,3,0,13.04043838,0,0,1,0,Ph,0
35,11,83,2,1,0,27.81699466,0,0,0,0,Ph,0
45,21,NA,1,2,0,17.96039565,0,NA,1,0,Ph,1
47,23,199,2,1,0,86.33913752,0,0,1,0,Ph,0
31,4,29,4,2,121,18.79907671,0,0,1,1,Email,0
56,26,70,3,3,273,18.08487828,0,0,1,1,Ph,0
49,24,25,2,3,0,9.084234701,0,0,1,0,Email,0
53,27,84,2,1,0,13.91995205,0,0,1,0,Email,0
62,36,81,3,1,0,57.42636259,0,0,0,1,Email,0
63,37,15,2,1,0,5.031389529,0,0,0,0,Email,0
26,0,54,3,3,NA,3.971729362,0,0,1,0,Ph,0
59,35,108,4,2,304,49.82487784,0,0,1,0,Ph,1
40,16,83,4,1,0,34.23326547,0,0,1,1,Email,0
42,16,62,1,NA,170,8.987934766,0,1,1,1,Email,0
29,4,134,NA,1,204,43.10534628,0,0,0,0,Email,0
40,16,NA,3,1,79,29.82510966,0,0,0,0,Ph,0
31,7,NA,2,2,341,26.22917629,0,0,0,1,Email,0
35,10,152,2,1,0,39.36634007,0,0,1,0,Ph,0
62,36,83,4,3,0,31.05913303,1,0,0,0,Ph,0
51,26,52,4,3,0,24.08566495,0,0,1,0,Email,0
32,6,31,2,3,0,26.01225087,0,0,1,1,Email,0
27,3,135,3,3,449,35.14116458,0,0,0,1,Ph,1
62,37,98,1,1,151,11.9322847,0,0,1,0,Email,0
66,41,14,4,2,0,7.002197686,0,0,0,0,Email,0
53,27,64,4,1,0,33.20823976,0,0,1,1,Email,0
49,25,109,2,1,0,88.30601971,0,0,0,0,Email,0
65,40,118,1,1,333,15.8142475,0,1,1,1,Email,0
30,5,80,4,2,0,28.08327992,1,0,1,0,Email,0
60,34,51,NA,3,0,17.87864544,0,0,0,0,Ph,0
30,6,115,4,2,0,49.92633483,0,0,1,0,Email,1
54,28,83,1,1,0,31.03100434,0,0,1,0,Email,0
54,28,90,1,1,0,4.04151903,0,0,1,0,Ph,0
37,NA,28,4,1,0,22.02843546,1,1,1,0,Email,0
32,7,82,2,1,221,32.32504056,0,0,1,1,Email,0
51,27,24,3,1,0,4.95248287,0,0,1,1,Ph,0
46,22,71,2,1,0,22.17225317,0,0,1,1,Email,0
41,17,80,1,1,0,3.937875413,0,0,NA,0,Email,0
62,36,109,4,3,NA,21.91015687,0,0,1,0,Ph,0
54,NA,140,1,1,NA,37.53872718,0,0,1,0,Email,0
52,27,39,4,2,0,2.980502078,1,0,1,0,Email,0
51,25,39,1,2,98,15.10943929,0,0,1,0,Email,0
24,-2,50,3,2,0,30.98792979,1,0,0,0,Email,0
61,35,31,2,1,0,4.017784997,0,0,1,0,Ph,0
55,25,35,3,3,144,13.20084653,0,0,1,1,Ph,0
37,11,44,4,1,0,3.03257666,0,0,0,1,Email,0
64,38,35,1,3,0,6.087466964,0,0,1,0,Email,0
34,NA,20,2,1,106,4.030816279,0,0,1,1,Email,0
31,7,10,4,2,0,9.065855504,0,0,1,0,Ph,0
42,18,83,4,3,0,26.27732864,0,0,1,0,Email,0
47,22,203,2,1,0,103.8887261,0,0,1,0,Email,0
29,5,84,NA,1,0,11.12133973,0,0,0,0,Ph,0
34,8,41,4,1,0,10.96112885,0,0,0,0,Email,0
36,11,164,2,1,0,96.04635494,0,0,1,1,Ph,0
NA,10,152,2,1,0,82.9299786,0,0,0,0,Email,0
26,2,62,NA,1,0,20.25018454,1,0,0,0,Ph,0
48,24,NA,4,1,89,13.18967546,0,0,0,0,Email,0
47,23,NA,4,1,NA,6.949043613,0,0,1,0,Email,0
39,13,52,NA,1,0,25.97064901,0,0,0,1,Ph,0
62,37,19,3,2,97,16.02972507,0,0,1,0,Email,0
34,9,35,3,1,0,15.85984741,0,0,0,0,Email,0
43,19,28,4,1,96,3.979052959,0,0,1,0,Email,0
55,30,70,NA,2,0,25.98630367,0,0,1,1,Email,0
65,40,140,1,1,0,12.20972975,0,0,0,0,Email,0
26,0,102,4,3,0,28.81106301,0,0,0,0,Email,0
NA,27,50,4,3,0,26.00896922,0,0,1,0,Email,0
32,7,NA,3,1,205,29.45200759,0,0,1,1,Email,0
35,9,188,2,2,259,49.08453851,0,0,1,0,Email,1
63,33,178,4,3,0,106.4715447,NA,0,0,0,Ph,1
49,25,44,4,2,194,12.11798032,0,0,1,0,Ph,0
23,-1,12,4,1,0,12.96727788,1,0,0,1,Email,0
30,6,69,4,1,188,45.24099095,0,0,0,1,Email,0
43,19,132,1,1,0,64.72233591,0,0,0,0,Email,0
39,14,128,2,1,196,51.21613093,0,0,1,0,Email,0
31,6,44,4,1,122,11.00159188,0,0,1,0,Ph,0
65,39,44,1,3,0,5.935478342,0,0,1,1,Email,0
34,8,34,2,3,0,25.77374017,1,0,1,0,Email,0
37,12,132,2,1,0,51.26847564,0,0,0,0,Email,0
62,38,158,2,1,0,26.95933529,0,0,0,1,Ph,0
33,9,83,1,1,0,1.990984453,0,0,1,0,Email,0
48,22,28,1,3,75,17.93659965,0,0,1,0,Email,0
33,NA,NA,3,3,0,28.08395021,1,0,0,0,Ph,1
45,19,31,3,2,0,6.000739533,0,0,1,1,Email,0
44,19,NA,4,2,0,1.00056065,0,0,1,0,Email,0
37,11,71,2,1,127,24.10018615,1,0,0,0,Email,0
31,5,42,2,3,NA,25.93855112,0,0,1,0,Email,0
56,31,35,3,2,114,2.022604721,0,0,0,0,Email,0
30,4,81,2,1,0,2.981813673,0,0,1,0,Email,0
61,35,91,2,1,0,25.79097728,0,0,1,0,Email,0
32,7,129,4,2,0,68.52846633,0,0,0,1,Ph,1
51,27,75,1,1,0,34.9306794,0,0,0,0,Email,0
26,1,54,4,2,230,6.941386318,0,0,0,0,Email,0
31,5,43,1,1,0,19.05242591,0,0,0,0,Email,0
43,18,94,4,NA,0,14.1126043,0,0,0,0,Email,0
57,32,84,4,3,0,15.55541811,0,0,0,1,Email,0
NA,18,34,1,2,0,25.86204267,1,0,0,0,Email,0
48,NA,15,4,1,0,11.01784513,0,NA,1,0,Email,0
46,21,99,2,3,194,49.85431186,0,0,1,0,Email,0
NA,7,15,1,2,82,5.059915635,1,1,1,1,Email,0
45,21,83,4,3,0,26.27419526,0,0,1,0,Ph,0
31,NA,83,4,3,0,23.93233586,0,0,1,0,Email,0
42,18,143,1,1,0,21.81506339,1,0,1,0,Email,0
56,30,81,4,3,0,32.83407219,0,0,1,0,Email,0
63,39,39,1,2,0,24.9112151,0,0,0,0,Ph,0
42,18,NA,2,2,277,5.009732883,0,0,NA,1,Email,1
50,24,62,1,3,0,17.92461038,0,0,0,0,Ph,0
31,6,64,2,1,NA,2.013385333,0,0,1,NA,Email,0
65,40,29,1,2,0,19.2437223,0,0,0,0,Email,0
60,34,64,3,1,0,31.95420199,0,0,1,0,Email,0
34,10,NA,4,2,0,8.996869091,0,0,1,0,Email,0
62,NA,NA,2,3,0,37.40629703,0,0,0,1,Ph,1
56,30,64,3,1,0,32.23010897,0,0,0,0,Email,0
51,NA,40,4,1,0,24.26760407,1,NA,0,1,Email,0
44,19,61,3,2,0,34.91016252,0,0,0,0,Email,0
41,16,44,1,3,0,3.961905758,0,0,0,0,Ph,0
NA,16,78,3,2,161,33.73667964,0,0,1,1,Email,0
25,0,25,2,3,0,11.97800799,0,0,0,0,Email,0
40,16,125,NA,1,NA,24.60551497,0,0,0,1,Email,0
53,29,63,2,NA,0,13.03674138,0,0,1,0,Email,0
NA,30,54,NA,3,185,19.97933564,0,0,1,0,Email,0
36,12,92,2,1,184,1.00729608,0,0,0,0,Ph,0
26,2,119,2,1,381,7.102196271,0,0,1,1,Ph,0
NA,11,40,1,2,0,31.2198827,0,0,1,0,Email,0
29,4,41,1,1,0,12.95613696,0,0,0,0,Email,0
35,11,81,NA,1,0,1.004907091,0,0,1,1,Ph,0
28,4,101,NA,1,270,31.98328029,0,0,0,0,Ph,0
48,24,25,4,2,0,6.060574538,0,0,0,0,Email,0
46,20,55,1,2,0,18.80431006,1,0,0,0,Email,0
31,7,43,1,3,166,27.34762091,0,0,0,1,Ph,0
40,16,98,2,2,98,24.19772878,0,0,1,0,Email,0
27,1,112,4,3,402,28.57047837,NA,0,1,1,Ph,0
32,2,69,4,3,102,52.99443613,0,0,1,0,Ph,0
67,43,79,4,2,215,22.19109865,0,1,1,1,Email,0
24,-2,118,2,1,0,91.85849109,1,0,1,0,Email,0
45,18,81,3,2,251,33.86168434,0,0,1,1,Email,0
26,0,NA,1,2,121,1.999143545,0,0,1,0,Email,0
42,17,139,2,3,NA,38.09796039,0,0,1,0,Ph,1
65,40,63,3,2,0,6.082964865,0,0,1,0,Email,0
59,33,102,2,1,0,17.66475072,0,0,1,0,Email,0
NA,5,40,NA,2,0,22.15405293,0,0,1,0,Email,0
32,6,44,1,1,81,3.992655839,0,0,1,1,Email,0
36,12,59,3,1,216,26.12698262,0,0,0,0,Email,0
48,24,224,2,1,0,85.96618842,0,1,1,1,Email,0
56,31,64,2,3,0,29.10791296,0,0,0,0,Email,0
44,20,NA,2,1,0,43.45227395,0,0,1,0,Email,0
60,34,43,1,1,0,18.04569883,0,0,1,1,Email,0
51,27,12,NA,1,0,4.981186668,NA,1,1,1,Email,0
34,10,53,3,2,0,33.00572563,0,0,1,0,Ph,0
45,21,39,2,3,0,27.17567656,0,0,0,1,Email,0
47,23,65,1,1,0,1.011592267,0,0,0,0,Email,0
29,5,18,1,3,94,5.017952312,0,0,1,1,Email,0
52,28,55,1,3,NA,19.76675927,0,0,0,0,Ph,0
61,35,60,1,3,0,32.19064736,0,0,1,0,Email,0
40,14,42,2,NA,187,3.964275102,0,0,1,0,Email,0
24,0,44,3,2,0,2.003392285,0,0,0,0,Email,0
33,7,111,2,1,0,16.1123324,0,0,1,0,Ph,0
33,8,62,1,1,0,12.81382988,0,0,1,0,Ph,0
52,26,44,2,3,148,11.08056533,0,0,0,1,Email,0
40,14,69,1,NA,NA,18.90385418,0,0,0,0,Email,0
45,20,62,3,3,172,11.03093628,0,0,1,0,Ph,0
27,3,35,1,2,0,24.03469167,0,0,0,0,Email,0
38,13,91,1,1,0,37.50346816,0,0,1,1,Email,0
NA,26,NA,1,1,96,3.028075353,0,0,0,0,Ph,0
41,15,89,3,1,292,2.018889366,0,0,1,0,Email,0
60,34,65,4,NA,0,22.14915322,1,0,1,0,Email,0
64,34,179,2,3,400,57.68933985,0,0,0,0,Ph,1
34,8,82,2,3,0,18.96086164,1,1,1,1,Email,0
30,6,48,1,1,0,15.22844461,0,0,1,0,Email,0
31,4,20,4,2,NA,19.05902284,0,NA,NA,0,Email,0
41,15,91,1,3,330,37.09090778,1,0,1,0,Email,0
61,37,122,2,1,0,78.01490841,0,0,1,0,Email,0
42,18,22,1,3,0,17.95445529,0,0,1,0,Email,0
48,23,43,2,1,NA,15.78121004,0,0,1,0,Ph,0
59,34,38,4,1,0,21.89600378,0,0,0,1,Email,0
57,33,61,3,1,0,33.90337158,0,0,1,0,Email,0
37,13,33,4,2,0,5.000867567,0,0,0,0,Email,0
53,27,145,NA,1,345,37.83089393,0,0,0,0,Ph,0
53,27,170,1,1,0,13.11308683,0,0,1,0,Email,0
26,2,55,3,2,0,9.001931538,0,0,1,0,Email,0
39,NA,40,1,3,0,32.012236,0,0,1,0,Email,0
35,11,68,2,1,NA,0.992691808,0,0,0,1,Email,0
59,33,53,3,1,0,31.73936205,0,0,1,0,Ph,0
NA,18,63,3,3,0,10.89555809,1,NA,0,0,Email,0
39,15,123,2,1,92,28.3396234,0,0,0,1,Ph,0
49,24,NA,2,1,0,1.004855577,0,0,1,0,Ph,0
47,NA,12,4,1,102,2.980719466,0,0,0,1,Email,0
41,17,53,2,1,102,31.49232346,0,0,1,0,Ph,0
57,33,79,1,NA,294,35.00974609,0,0,1,1,Email,0
42,17,NA,1,NA,170,1.996405266,0,0,1,0,Email,0
61,36,188,1,2,0,106.2057878,0,0,0,0,Ph,1
56,26,62,3,3,0,17.91051375,0,0,1,0,Ph,0
29,3,123,3,3,428,72.92952234,0,0,1,0,Ph,1
25,-1,40,3,2,0,30.88687833,0,0,1,0,Email,0
32,8,119,4,3,0,66.3980581,0,0,1,0,Ph,1
37,12,123,4,2,253,39.86392282,0,1,1,1,Ph,1
31,5,23,1,2,0,4.984037549,0,0,1,1,Ph,0
38,14,NA,1,3,NA,19.205316,0,0,1,0,Email,0
40,14,69,3,1,106,26.998479,0,0,1,0,Email,0
61,36,124,2,1,0,50.94979406,1,0,0,1,Email,0
50,26,52,4,3,0,2.006372495,0,0,0,0,Email,0
32,7,134,2,1,0,40.4568696,0,0,0,0,Email,0
62,36,58,1,2,0,10.95349327,0,0,0,0,Email,0
62,37,45,3,2,200,5.988458516,0,0,1,1,Email,0
40,NA,75,4,2,0,13.8765054,0,0,1,0,Ph,0
59,34,23,4,2,78,4.946378865,0,0,0,0,Email,0
NA,19,123,3,1,0,15.86179028,0,0,1,0,Ph,1
62,37,48,3,1,0,27.78210788,0,0,0,0,Email,0
48,22,145,NA,1,140,3.926423521,0,0,1,0,Email,0
29,5,31,1,3,0,12.99593727,0,0,0,0,Email,0
58,32,38,3,3,0,28.06534263,0,0,1,0,Email,0
43,NA,78,4,3,0,25.11855743,0,0,0,0,Email,0
39,15,94,2,1,0,25.27192681,0,0,1,0,Email,0
33,7,84,1,3,0,38.37799824,0,0,1,0,Email,0
40,15,22,1,3,0,7.089465562,0,0,1,0,Email,0
28,3,78,4,1,0,3.033585754,0,0,1,1,Ph,0
38,11,75,3,2,0,30.03549673,0,0,1,0,Ph,0
65,40,71,3,1,0,27.79579604,0,0,0,1,Email,0
35,11,24,1,3,0,6.074228402,0,0,1,1,Ph,0
29,5,112,2,1,0,57.89646871,0,0,1,NA,Email,0
61,35,53,1,2,167,37.33151416,0,0,1,0,Email,0
46,21,41,1,3,0,6.030572794,0,0,0,0,Ph,0
NA,23,25,1,2,0,6.02097245,0,0,1,0,Email,0
60,33,42,4,2,194,32.23862178,0,0,NA,0,Email,0
54,27,51,3,2,113,13.05183454,1,1,1,1,Email,0
43,18,19,2,2,0,3.997200191,0,0,1,0,Email,0
38,14,90,2,1,258,1.012667505,1,1,1,1,Email,0
46,22,89,4,2,0,18.00622723,0,0,1,0,Ph,0
64,39,22,3,1,0,6.039134575,1,1,1,1,Email,0
24,0,119,1,1,0,19.27432514,0,0,1,0,Email,0
39,13,93,4,3,NA,46.72494874,0,0,1,0,Ph,1
34,8,18,4,NA,0,4.038408449,0,0,0,0,Email,0
65,40,32,1,3,120,14.13824011,0,0,1,0,Ph,0
38,14,182,3,3,0,32.76662058,0,1,1,1,Email,1
62,36,19,2,3,0,3.007634562,0,0,1,1,Email,0
59,35,85,1,3,0,45.27575569,0,1,0,1,Ph,1
49,25,90,4,2,0,18.16182691,1,0,1,0,Email,0
57,32,59,2,1,134,48.16219087,0,0,1,0,Email,0
64,NA,84,1,1,0,25.96400354,0,0,0,0,Email,0
47,22,95,2,2,0,50.71724191,0,0,0,0,Ph,1
30,6,13,3,NA,0,11.83334363,0,0,1,0,Ph,0
42,18,88,4,1,0,11.03799486,0,0,1,1,Ph,0
NA,28,34,2,3,0,7.068145599,0,0,1,NA,Ph,0
50,24,11,4,NA,0,7.018434638,0,0,NA,1,Email,0
62,38,80,4,2,0,21.58009979,0,0,0,0,Email,0
34,10,41,1,1,0,17.16969089,0,0,0,1,Email,0
47,21,90,NA,3,0,11.08241876,0,0,0,0,Email,0
62,37,93,3,3,0,39.01699314,0,1,1,1,Ph,1
61,35,81,4,2,0,25.23240068,0,0,0,0,Email,0
59,34,60,2,1,0,37.23343091,0,0,1,0,Ph,0
47,21,39,3,2,0,6.989501243,0,0,1,1,Ph,0
65,39,NA,3,2,0,8.925302762,0,0,0,0,Email,0
56,32,32,2,1,79,10.93565502,1,0,1,0,Email,0
56,32,NA,1,3,0,15.09864203,0,0,1,0,Email,0
NA,7,35,2,2,0,13.0681579,0,0,0,1,Email,0
61,31,154,3,3,351,93.11748777,0,1,1,1,Email,1
42,18,189,2,1,0,95.01226703,0,0,1,0,Email,0
44,19,40,4,3,84,25.11631646,0,0,0,NA,Ph,0
47,NA,88,2,2,0,21.95588396,0,0,1,0,Email,0
30,6,124,2,1,0,6.968207114,0,0,1,NA,Email,0
62,38,23,2,3,0,3.993712161,0,0,0,0,Ph,0
56,32,23,4,1,0,8.92829545,0,0,1,1,Email,0
25,-1,139,2,1,0,26.25911127,0,0,0,1,Email,0
53,28,173,4,1,427,35.09838741,0,0,1,0,Ph,1
26,0,42,4,3,153,16.13501343,0,0,1,0,Email,0
59,35,161,1,1,160,37.61019938,0,0,0,1,Email,0
62,NA,28,3,2,0,8.880139932,0,0,1,0,Email,0
58,32,191,4,NA,194,68.15882318,0,0,0,1,Ph,1
40,14,42,2,1,106,3.942890574,0,0,0,1,Email,0
35,5,81,4,3,0,52.25247541,0,0,1,0,Email,0
51,25,175,3,1,312,9.039505497,0,0,0,0,Ph,1
41,15,82,3,1,0,1.995001391,NA,0,1,0,Email,0
NA,27,53,1,3,0,23.64951358,0,0,0,1,Email,0
27,1,142,3,1,0,70.66199384,0,0,0,0,Ph,1
46,21,42,4,3,0,24.77934326,0,0,1,0,Ph,0
46,20,64,4,1,189,37.78354936,0,0,0,0,Ph,0
NA,5,90,2,1,0,15.96970001,1,0,1,0,Ph,0
58,32,44,1,2,NA,10.95295228,0,0,0,0,Ph,0
42,18,29,1,3,0,3.986352786,0,0,1,0,Email,0
59,35,93,2,1,0,20.02144101,0,0,0,1,Ph,0
54,24,69,3,3,132,17.94223989,0,0,1,0,Email,0
35,11,82,2,2,0,21.95492451,0,0,1,1,Email,0
34,9,180,2,3,0,84.03068308,0,1,1,0,Ph,1
46,21,13,2,3,0,8.928829711,0,0,1,0,Email,0
52,28,72,1,1,178,0.984890924,0,0,0,0,Ph,0
55,30,54,NA,1,0,21.82664128,0,0,1,0,Email,0
34,9,104,1,1,0,59.96753848,0,0,1,1,Email,0
57,32,44,2,2,157,25.10503196,0,0,0,0,Email,0
45,19,40,1,1,0,3.03696379,1,1,1,1,Email,0
29,3,190,2,1,246,59.50131234,0,0,1,1,Ph,0
49,23,64,4,1,0,32.59314744,0,0,1,1,Email,0
36,11,9,2,2,99,4.033508338,1,0,0,0,Email,0
57,31,38,4,2,0,9.051290673,0,0,1,0,Email,0
25,0,72,3,3,0,32.73162539,0,0,1,0,Ph,0
43,17,82,1,1,79,66.62915076,0,0,1,0,Ph,0
27,2,NA,2,3,119,20.1549773,1,NA,1,0,Email,0
54,28,82,4,3,294,33.05949096,0,0,0,0,Ph,0
53,26,14,2,2,83,13.08560557,0,0,0,0,Email,0
55,29,162,1,1,0,38.04328602,0,0,1,1,Email,0
43,19,54,2,1,0,21.81260625,0,0,1,0,Email,0
35,11,90,2,1,0,0.988206852,0,0,0,NA,Ph,0
59,34,64,4,1,0,21.6857439,0,0,0,0,Ph,0
42,18,65,3,3,NA,27.22576524,0,0,1,1,Email,0
51,25,113,2,1,0,80.57509896,0,0,0,0,Email,0
57,32,38,2,3,0,26.89279858,0,0,0,0,Email,0
39,NA,65,1,3,0,19.21593711,0,NA,0,0,Ph,0
53,27,39,4,3,0,18.92660046,0,0,1,0,Email,0
31,6,NA,2,1,0,87.64621227,0,0,1,1,Email,0
33,3,59,2,3,0,23.04977887,0,0,1,0,Ph,0
38,14,43,2,1,0,22.26009996,0,0,1,0,Email,0
47,21,24,2,3,0,1.968713554,0,0,0,1,Ph,0
63,39,50,1,2,166,0.998972124,0,0,0,0,Email,0
44,NA,68,1,3,0,49.39576786,0,0,1,0,Ph,0
61,37,61,3,3,0,26.02641766,0,0,1,0,Email,0
52,28,21,4,2,NA,6.038050169,0,NA,1,0,Email,0
59,34,21,2,2,0,6.032286462,0,0,1,0,Email,0
56,32,31,4,1,0,15.81589732,0,0,0,0,Email,0
58,33,70,4,1,0,8.990197712,1,0,NA,0,Email,0
30,6,25,3,2,135,13.11553487,0,0,0,1,Email,0
42,17,78,1,NA,0,12.94794688,0,0,1,0,Email,0
51,27,19,1,1,0,3.042335798,0,0,0,0,Email,0
60,35,23,1,3,0,4.001734165,0,0,1,0,Email,0
30,4,NA,4,1,0,10.99775012,0,0,1,0,Ph,0
49,23,22,1,3,0,3.993987905,0,0,0,0,Ph,0
26,0,71,4,2,0,24.20053271,1,0,1,0,Ph,0
36,12,58,1,2,0,46.66125363,NA,0,0,0,Email,0
65,40,75,3,1,0,27.81332832,0,0,1,0,Email,0
27,0,40,1,2,110,25.91796744,0,0,0,1,Email,0
60,35,155,1,3,0,19.1503876,0,0,0,1,Ph,1
32,6,NA,4,2,0,27.96958462,0,0,0,0,Email,0
46,20,99,3,NA,0,13.99943093,0,0,0,0,Ph,0
60,36,59,1,2,0,1.000938166,1,0,0,0,Email,0
28,2,53,3,2,0,31.24160086,0,0,1,0,Email,0
50,26,11,4,1,0,2.992646829,1,0,0,0,Ph,0
52,28,179,4,3,0,54.91519345,0,0,0,0,Ph,1
29,-1,71,2,3,0,22.69028538,0,0,NA,0,Email,0
30,4,85,4,3,0,26.97375663,0,0,1,0,Email,0
42,NA,49,NA,3,0,27.22837048,1,0,1,0,Email,0
32,6,122,2,NA,0,15.96882052,NA,0,1,1,Ph,0
40,15,171,2,1,0,43.26514345,0,0,1,0,Email,0
49,24,138,2,2,0,27.81742366,0,0,1,0,Ph,1
53,23,8,4,3,0,5.061319014,1,0,1,0,Ph,0
42,17,59,4,1,0,5.030989952,0,0,1,0,Email,0
38,14,49,3,1,0,37.4295961,0,0,0,0,Email,0
60,34,92,2,1,0,26.44461791,0,0,0,0,Ph,0
27,NA,75,4,1,0,0.993146924,0,0,0,0,Ph,0
NA,NA,60,1,2,0,36.81024653,0,0,1,1,Ph,0
27,2,41,2,2,0,22.2361614,0,0,1,0,Email,0
45,21,40,3,NA,0,6.99799709,0,0,1,1,Email,0
41,16,81,2,1,146,4.984737596,0,0,1,1,Email,0
44,20,52,1,3,196,10.97060293,0,0,0,1,Email,0
38,14,25,4,1,0,13.01082479,0,0,0,0,Ph,0
39,15,139,1,1,353,44.77094554,0,0,1,0,Email,0
48,22,54,1,NA,0,14.92055519,0,0,0,0,Ph,0
47,22,81,1,1,0,37.57937,0,0,0,1,Email,0
64,39,NA,3,1,0,27.82586961,1,0,0,1,Email,0
27,NA,30,4,3,0,13.0994105,0,0,1,NA,Ph,0
66,41,59,3,1,0,30.47176253,0,0,0,0,Email,0
43,17,21,3,1,0,18.97465276,0,0,0,0,Ph,0
34,9,65,3,2,104,8.964809778,0,0,1,0,Email,0
28,2,NA,3,2,161,14.0682474,0,0,1,0,Email,0
52,28,52,4,3,121,2.019347979,0,0,0,0,Ph,0
45,20,84,4,2,180,13.93299959,0,0,NA,0,Ph,0
24,-2,135,2,1,0,90.72292465,0,0,1,0,Ph,0
39,14,18,NA,3,0,3.005397607,1,0,0,0,Email,0
40,16,34,NA,1,0,8.9720589,0,0,1,1,Email,0
30,5,85,4,3,0,23.85704231,0,0,1,0,Ph,0
49,23,23,1,3,0,17.85728317,0,0,0,0,Ph,0
53,27,65,4,2,0,37.37975076,0,0,0,1,Email,0
56,30,195,1,1,0,38.0561824,0,0,0,0,Email,0
50,24,40,4,1,89,33.08075063,0,0,1,0,Email,0
53,29,NA,2,3,0,2.989558043,0,0,0,0,Ph,1
60,34,NA,2,2,322,9.053015823,0,0,1,1,Ph,0
58,33,23,3,2,131,15.91078576,0,0,0,0,Email,0
NA,19,82,2,2,0,23.96465751,0,0,1,1,Ph,0
46,21,53,NA,3,0,24.96134257,0,0,0,0,Email,0
29,3,NA,4,1,87,5.003082813,0,0,1,1,Email,0
56,30,75,1,NA,125,24.85707038,0,0,1,0,Email,0
48,23,23,4,2,122,4.957161937,0,0,0,0,Email,0
61,36,133,1,1,0,32.79843184,0,0,1,0,Email,0
41,17,129,1,1,NA,44.92574231,0,0,0,1,Email,0
35,11,85,4,2,131,1.977590848,0,0,0,0,Ph,0
48,23,168,2,1,308,37.16000273,0,0,1,0,Email,0
43,19,83,4,3,0,26.03409063,0,0,1,0,Email,0
37,12,52,NA,2,0,13.95813622,0,0,1,0,Email,0
47,22,114,1,1,0,7.060722374,1,1,1,1,Email,0
29,3,81,1,3,0,38.15968687,0,0,0,0,Email,0
NA,38,32,1,2,0,18.96082882,0,0,0,0,Email,0
43,19,63,3,3,0,27.12143369,0,0,0,0,Email,0
57,NA,70,3,3,0,20.13763912,0,0,0,0,Email,0
55,31,20,2,1,0,3.984064045,0,0,1,0,Email,0
47,23,138,2,NA,0,42.91915351,0,0,1,1,Ph,0
58,34,63,4,NA,0,19.97993904,0,0,0,0,Ph,0
53,28,85,1,3,118,16.14583748,NA,0,1,0,Ph,0
59,35,180,2,2,0,83.64592297,1,1,1,1,Ph,1
46,22,80,4,3,0,25.78662169,0,0,1,0,Email,0
41,15,53,NA,NA,0,8.938917426,0,0,1,0,Email,0
46,20,72,2,2,75,21.67189971,0,0,1,0,Email,0
NA,18,123,3,1,0,77.07621501,0,1,1,1,Email,1
44,18,91,2,3,0,10.8967111,0,0,1,0,Ph,0
50,26,148,2,1,0,88.32601427,0,0,1,0,Email,0
51,25,163,2,3,0,16.06620012,0,0,1,0,Ph,1
55,30,28,4,3,149,2.006652264,0,0,1,1,Email,0
37,12,NA,1,NA,0,102.612042,0,0,0,0,Email,0
34,10,22,NA,3,0,12.04171603,0,0,1,0,Email,0
59,34,74,4,1,0,8.972708358,0,0,1,1,Ph,0
45,20,70,4,3,0,24.96082166,0,0,1,1,Ph,0
30,4,11,1,2,0,1.983424557,0,0,1,1,Email,0
32,8,61,3,2,0,32.81557072,0,0,0,NA,Email,0
61,37,41,1,1,0,11.03822371,0,0,1,1,Email,0
NA,28,108,4,2,0,24.76798036,0,0,1,0,Ph,1
35,10,23,4,3,0,13.98122473,0,0,0,1,Email,0
63,38,135,2,3,183,50.37421162,0,0,0,0,Email,1
66,40,30,2,3,86,8.993880832,0,0,0,0,Ph,0
48,24,144,4,2,0,46.73324269,0,0,0,0,Ph,1
60,34,139,4,1,0,4.998151318,0,0,1,0,Ph,1
NA,17,143,2,NA,209,34.8918386,0,0,1,0,Email,1
31,7,44,1,1,0,15.17204134,0,0,1,1,Email,0
58,31,49,4,2,0,32.21572568,0,NA,1,0,Email,0
67,42,75,4,2,182,2.017547133,0,0,1,0,Email,0
35,9,43,2,1,0,4.05445497,0,0,1,0,Ph,0
40,14,59,3,3,0,6.05064395,NA,0,1,0,Email,0
42,17,154,3,1,0,64.66260804,0,1,1,1,Ph,1
44,18,75,1,3,0,8.907393287,0,0,0,1,Email,0
47,23,75,1,2,0,32.69934443,0,0,0,1,Email,0
59,35,88,2,1,278,19.99351013,0,0,0,0,Email,0
29,3,91,1,3,0,44.61786397,0,0,0,0,Email,1
36,6,11,1,3,0,8.040724283,1,NA,1,NA,Email,0
47,22,22,1,3,0,5.034557742,NA,0,1,0,Email,0
55,29,49,2,3,220,10.89761348,0,0,0,1,Email,0
41,17,140,1,1,342,46.4597721,0,0,0,0,Email,0
51,25,99,2,2,NA,30.75132577,0,0,0,0,Email,0
26,NA,82,2,NA,199,31.61105264,0,0,0,0,Email,0
33,9,10,4,1,81,13.1249142,0,NA,0,1,Email,0
30,5,109,4,2,103,28.09526376,0,0,0,1,Email,0
30,4,45,4,3,0,16.05298366,0,0,0,0,Ph,0
45,19,93,2,2,0,22.08506981,0,0,0,0,Email,0
40,16,NA,3,2,216,50.62492203,NA,1,1,0,Ph,1
